track_id,title,artist_name,artist_location,duration,year,loudness,artist_hotttnesss,song_hotttnesss,artist_hotttnesss_band
b'TRATMRD12903CBA632',Tumba Randy,Anthony Blea Y Su Charanga,California - SF,459.28444,2004,-5.434,0.2150146498545948,,Low
b'TRATMBK128F146BB52',Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),Dilated Peoples Featuring Capleton,"Los Angeles, California",311.06567,2006,-4.08,0.45784115609436704,0.5400092769273654,Medium
b'TRATMAL128F427EC8D',Cendrier,Java,,190.69342,0,-6.371,0.3597572438501757,0.5069050641974842,Medium
b'TRATMYK12903CD4305',Purple Pygmies,Walter Ego,,535.45751,1998,-10.44,0.3048805757369047,0.5285344520244036,Medium
b'TRATMOS128F9318337',Voyagers - Improvisation 12,R. Carlos Nakai,,177.31873,0,-26.675,0.37693998444161575,0.23644414956325258,Medium
b'TRATMDD12903D11C7A',Stop The World And Let Me Off,Patsy Cline,"Gore, VA",146.88608,0,-12.495,0.4685114664763634,,Medium
b'TRATMXT12903CC1153',This Is A Gang,CMW - Compton's Most Wanted,"Compton, CA",217.62567,1992,-11.36,0.3729595817925329,,Medium
b'TRATMBF128F421B3E7',Playing In The Dirt,Joanna Connor,"Brooklyn, NY",238.39302,0,-13.202,0.33285651445677245,0.26586104921065007,Medium
b'TRATMES12903CC0E94',Thank You,Saga,"Toronto, Ontario, Canada",243.61751,0,-20.491,0.440056503416159,0.0,Medium
b'TRATJYF128F930EA84',Sueño Salvaje,Los Indios Tabajaras,,171.28444,1997,-18.696,0.33630437746304376,0.0,Medium
b'TRATJIU12903CA7269',Your Chance To Rock,Rodney O & Joe Cooley,,211.27791,0,-10.803,0.30790209386949613,0.0,Medium
b'TRATJSR128F4266791',I'm Real,Jennifer Lopez featuring Ja Rule,"The Bronx, New York",263.20934,2001,-8.147,0.5678891454617726,,Medium
b'TRATJXC128F93124CE',Perfect Moment,Darden Smith,"Brenham, TX",270.62812,2002,-17.864,0.362960597112094,,Medium
b'TRATJBD128F4263C26',Hum Drum,Terror Squad / Remy / Prospect / Armageddon,"The Bronx, New York, NY",251.89832,2004,-5.511,0.3950738187400653,0.4733465411087876,Medium
b'TRATJDJ12903CDB82E',Wild Talk [Live],D.A.D.,Copenhagen (Denmark),260.362,0,-8.889,0.4332438337235128,0.0,Medium
b'TRATJNG128F4255834',Assface,G.G. Allin,NY - New York City,95.50322,0,-10.557,0.4421537800223109,,Medium
b'TRATJKR128F4269F41',You Are!,Christian Quast,,498.83383,0,-10.711,0.25116592509237207,,Low
b'TRATJXZ128F9310ADB',Nom' Mayi,Dédé Saint Prix_ Pakatak,,257.27955,0,-12.878,0.0,,Low
b'TRATJTH128F92EF33C',Seasick,The Bureau De Change,,220.89098,0,-8.571,0.20149957735873547,0.0,Low
b'TRATCUY128F9308A38',Reborn (Explicit),Drowning Pool,,248.78975,2007,-6.379,0.6200086814402549,0.0,High
b'TRATCDP12903CB0432',A Word From Deacon Jones [A Local Cable Access Ministry] (LP Version),Mark Lowry,,60.31628,0,-14.848,0.31962677591740224,,Medium
b'TRATCOE128F145F694',Tu Robaste Mi Corazon,Selena,Texas,232.80281,0,-8.573,0.5458659170701919,0.34580223396532944,Medium
b'TRATCIW128F4266325',Rainbow Jungle (Dub / Instrumental Reggae Music),Mikey Dread,Jamaica,159.99955,0,-14.883,0.3604457658067229,,Medium
b'TRATCPN128F42973DD',Declaration of Independence,Marquez the Greatest,California - LA,72.17587,0,-14.041,0.2735605257300925,,Low
b'TRATCAZ128F4284985',Sweet Love,Mary Black,Ireland,310.20363,0,-12.67,0.37655698104593144,0.3347065490692206,Medium
b'TRATCMK12903CABAC8',Salva Mea,Faithless,"London, England",221.98812,1995,-9.0,0.5485336545339214,,Medium
b'TRATCLI128F422BCF8',Wind Beneath My Wings,RyanDan,,255.76444,2007,-9.81,0.3715736244848654,0.710631125447114,Medium
b'TRATCDG128F932B4D2',Black Market Hell,Aiden,"Seattle, Washington",759.09179,2009,-7.192,0.5004591506589332,0.6939479344908139,Medium
b'TRATDKN128F4281092',The Air Force song : Evening colors sequence,The Sun Harbor's Chorus-Documentary Recordings,,37.01506,0,-17.527,0.2491372295395512,0.0,Low
b'TRATDDM128F93417AF',El Gran Señor,Los Auténticos Decadentes,,205.06077,1997,-6.203,0.4078215648614953,,Medium
b'TRATDKN128E078EDB3',The Way I Am,Eminem,"St. Joseph, MO",292.25751,2000,-2.274,0.8048304278312782,,High
b'TRATDDF128F4294E6A',Vad två öron klarar,Kent,"Eskilstuna, Sweden",222.53669,0,-11.284,0.4875956476957864,0.5667076416764733,Medium
b'TRATDLH128F93384B0',22 (Acoustic),Lily Allen,LDN,187.24526,2009,-8.295,0.5354083792298137,,Medium
b'TRATDYC12903CE48BD',Nino ven pa'ca,Juan Carmona,,203.85914,0,-10.0,0.3126785596305983,,Medium
b'TRATDSO12903CDC007',Revolver [Tracy Young's Shoot To Kill Remix],Madonna,"Bay City, MI",564.94975,0,-4.204,0.6552837984150548,,High
b'TRATDIZ128F4242796',En Algún Rincón,Café Quijano,,255.39873,1999,-5.635,0.35233866791450225,0.48456252996792964,Medium
b'TRATDTH128F4263AAD',Hey Joe,Roy Buchanan,"Ozark, AR",329.66485,1974,-8.88,0.395273631551009,,Medium
b'TRATVAI128F42281FE',Parola di faliero,Inoki,,75.93751,0,-3.148,0.44013471201542936,0.26695518627553855,Medium
b'TRATVRH12903C9EE09',I Applaud You  (LP Version),Liquid Gang,,197.98159,0,-5.727,0.3327371975770705,,Medium
b'TRATVMP128F92E6ACE',Dans cette nuit j'ai envie de me perdre,Didier François,,183.19628,0,-15.665,0.0,,Low
b'TRATVSQ128F92E368F',Can't Find My Sadie,Checkers,,159.18975,0,-13.08,0.3303005838271262,,Medium
b'TRATVGW128F934F185',Las Hermanas Granaditas,Los Nakos,,131.02975,0,-15.416,0.24154581836329983,,Low
b'TRATVFX128F92F8B79',Climax,Loop Guru,"London, England",521.9522,0,-5.666,0.3528708714634033,0.21508031850922793,Medium
b'TRATVHH12903D02556',Mikä mun päässä nykii,Murskahumppa,,61.98812,0,-8.216,0.26803783963074496,,Low
b'TRATVGT128F9310C89',Menuet in the Name of Haydn,Alan Feinberg,,155.19302,0,-28.327,0.25181562228446863,,Low
b'TRATQWS128F931E5EA',Matilda Mother (Stereo) (2007 Remaster),Pink Floyd,"London, England",187.42812,1967,-10.813,0.6389063767175533,,High
b'TRATQDK128F1489B3E',Lies,Pennywise,"Hermosa Beach, CA",242.33751,2005,-5.808,0.5122291893908338,0.7076551060636985,Medium
b'TRATQQQ128F93084BE',The Imperial March from The Empire Strikes Back,John Williams,"NEW YORK, New York",184.45016,0,-15.857,0.5172980180255892,,Medium
b'TRATQRH12903CE2B65',Mr Big Man,Junior Reid,Jamaica,215.14404,0,-6.487,0.3709629581106015,0.2556950407567837,Medium
b'TRATQII12903CC785F',Boomerang (Reprise),Cirrus,"Los Angeles, CA",193.72363,2002,-6.149,0.3983941070519857,0.5797287486139356,Medium
b'TRATQHP128F421CDBA',In My Bed,Amy Winehouse,London,274.99057,2003,-3.154,0.5967756542279019,,Medium
b'TRATQQC128F423851A',Down On My Knees,Ayo,United States,244.06159,2006,-10.167,0.39064123587831157,,Medium
b'TRATQTC128F9358C8B',The Wedding Samba,Edmundo Ros,Venezuela,174.86322,0,-18.697,0.32363492332544525,,Medium
b'TRATQSL128F932E2ED',Morning Glow,Michael Jackson,,217.96526,1973,-8.486,0.7665454507572961,,High
b'TRATQWZ128F93133F8',Slavinka,Edgar De L'est,Bordeaux,317.28281,2002,-8.328,0.16261558232925397,,Low
b'TRATQUI128F9347C68',Supreme Girl,The Sterns,"Brighton, MA",151.82322,2006,-4.031,0.367464833037383,,Medium
b'TRATQNV12903CD6111',Hispaniola A,Pheeroan Aklaff,,145.97179,0,-15.975,0.0,,Low
b'TRATXHO128F9338653',Te Fuiste En Abril,Palito Ortega,,134.3473,0,-9.182,0.36016349140867365,0.37188084949133177,Medium
b'TRATXSW128F4243364',Yellow Brick Road,Jack Off Jill,"Ft. Lauderdale, FLORIDA",137.9522,1994,-11.877,0.4603895823113582,0.5024496241245333,Medium
b'TRATXYI128F42AC8F2',Albo,Hevia,,280.2673,2007,-4.936,0.3543696158071208,0.3864772912554594,Medium
b'TRATXIS128F92D9676',Dream State,Paul Taylor,Wyoming,266.9971,0,-6.514,0.4292610290645234,0.2707759989463275,Medium
b'TRATXMS128EF340BEC',It Ain't A Problem,Rick Ross / Carol City Cartel,Miami,227.57832,0,-6.404,0.7014047658042529,,High
b'TRATXBC128EF34B540',Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement,Lionel Rogg,"Geneva, Switzerland",394.23955,0,-16.536,0.2912710299960676,,Low
b'TRATEGE12903CA0ADD',Nüt isch für immer,Mayday,Texas,307.33016,0,-5.902,0.3960943716599135,,Medium
b'TRATEWX128F427CCC1',Fungus,Swim,Savignano S/R,311.58812,0,-6.776,0.3184397757835949,,Medium
b'TRATEMM12903CCA8E0',They Ride By Night,Charles Williams,Texas,91.84608,0,-9.575,0.287731467837425,,Low
b'TRATEMP128E0788535',Abscondence,Sun Yan-Zi,,285.962,2001,-6.779,0.37841381355448456,,Medium
b'TRATESS128F934DA9F',Sirius Calling,Art Ensemble Of Chicago,"CHICAGO, Illinois",207.09832,2004,-12.326,0.3949217306757754,,Medium
b'TRATESL128F92F12DF',Make The World Go Away,Ray Price,,125.1522,1989,-12.818,0.36736869064146993,,Medium
b'TRATESI128F932F694',Dialogue et final si j'avais su,Maurice Chevalier / Françoise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys,"Menilmontant, France",213.55057,0,-20.541,0.3915853290262099,,Medium
b'TRATBXO128F1466466',Check It (Explicit),Lords Of The Underground,"Raleigh, NC",264.69832,1993,-8.611,0.4281622235661462,0.2874184848403513,Medium
b'TRATBRK12903CAF9AF',She's On That Revivalism,John Brown,North Carolina,107.49342,0,-3.682,0.38718194162247555,0.0,Medium
b'TRATBRJ12903D06127',Million Miles,Blue Rodeo,"Toronto, Ontario, Canada",543.97342,2009,-8.249,0.4479354804795022,,Medium
b'TRATBAU128F92FB282',Telecommunication,Statues,"Sudbury, Ontario - Canada",130.35057,0,-8.475,0.33567760937721514,0.0,Medium
b'TRATBNY128F1485A4A',He'll Deliver Me,Janet Paschal,North Carolina,219.92444,0,-7.104,0.33513806449963085,,Medium
b'TRATBGP128F1482545',Olive Oil,Happy Mondays,"Manchester, England",156.682,1987,-13.229,0.42410827741635393,0.5040343408054411,Medium
b'TRATBNG128F92CADA8',Llamado De Emergencia,Daddy Yankee,Puerto Rico,239.882,2008,-4.335,0.562506672288816,0.7748162441456328,Medium
b'TRATBMN12903CC4BAE',"Agrippina : Act 3 ""Bel piacere è godere fido amor!"" [Poppea]",Marilyn Horne,Great Britain / UK,144.06485,0,-23.045,0.3120444556762467,,Medium
b'TRATBMJ12903CB2D45',Assis par terre,Pascal Sangla,,333.76608,2010,-10.621,0.0,,Low
b'TRATBLI128F92F78F8',St. Patrick's Day,John Mayer,"Calcutta, India",321.09669,0,-7.04,0.7876793544779094,0.7691321768868855,High
b'TRATBWU128F92CC612',Aff E'chad (Nobody) (Live),Hadag Nahash,,216.92036,0,-3.956,0.3960709046793313,,Medium
b'TRATBFX128F4221186',Borin Fuckin Town,Rusted Shut,Houston TX,296.80281,0,-10.374,0.30243356515528713,0.2707759989463275,Medium
b'TRATBVA128F9312ACC',I Don't Want To Let You Go,Weezer,,228.44036,2009,-10.571,0.7761677423241047,0.7562673903660091,High
b'TRATBWX128F427D343',At The Movies (1991 Digital Remaster),Bad Brains,"Washington, D.C.",136.38485,1983,-9.233,0.5554145758164936,,Medium
b'TRATBQM128F146DD5B',Don't Go Breaking My Heart (LP Version),Sergio Mendes,"Niteroi, Brazil",152.29342,0,-13.205,0.49278116797903826,0.33023468276864437,Medium
b'TRATBYD128F92CE21A',Into The Mouth Of Hell We March [Explicit],Trivium,"Orlando, FL",352.02567,2008,-3.18,0.49420685530211234,,Medium
b'TRATKVK128F93668B8',Soldiers At War feat. Kon Juan_ Big Scoob_ Short Nutty_ L.V.,Tech N9ne,"BAKERSFIELD, California",354.7424,0,-6.488,0.49607134662408603,0.34580223396532944,Medium
b'TRATKTL128F428C94C',Papi Chulo (Extended Mix),Lorna,"Nottingham, England",329.53424,0,-7.581,0.29376360504183024,0.2623089972119452,Low
b'TRATKGB128F146AB26',He That Dwelleth (Psalm 91) (In My Dreams Album Version),Daryl Coley,"San Francisco, CA",321.01832,0,-13.295,0.3258312404870052,0.26586104921065007,Medium
b'TRATKMG128F1483CA2',Nu Ren Ben Se,Sammi Cheng,,149.34159,0,-9.447,0.39157416411599666,,Medium
b'TRATKOV128F4278128',Big John's A-Blowin',Big John Greer,,155.45424,0,-7.335,0.27476910413776917,0.0,Low
b'TRATKKL128F92F8C35',In John Fahey There Is No East or West (feat. John Doan),John Doan,Oregon,274.99057,0,-13.353,0.3458002284002047,0.5373179231162059,Medium
b'TRATKVY128EF35F97A',Harder To Breathe,Maroon 5,"Los Angeles, CA",173.66159,2002,-4.757,0.8433802744296327,0.979837196455643,High
b'TRATKAG12903D0E953',Clavelitos,Charanga de la 4,,329.97832,0,-9.535,0.0,,Low
b'TRATKZR128F426B930',Disco Jonki,Dusminguet,,168.69832,1998,-8.275,0.37082898997298236,0.368413732666965,Medium
b'TRATKIX12903D02EB1',You Better Look Out,Johnny Otis Show,,164.8322,0,-16.313,0.352973770821373,0.0,Medium
b'TRATKNE128F9354E8D',In Progress (Original Mix),Trentemoller,,368.74404,2009,-9.915,0.5325727089339681,0.5778887778428028,Medium
b'TRATKHE12903CE1216',Unholy Outburst #3,Ramesses,,608.7571,2005,-8.259,0.36429583851613945,,Medium
b'TRATKXV128F92D0480',From Tense To Loose To Slack,The Keys,UK,143.01995,0,-9.277,0.37083452968194136,0.0,Medium
b'TRATKAA128F426E8A0',Say A Little Prayer,Mary Black,Ireland,235.04934,0,-10.562,0.37655698104593144,0.5889221675559065,Medium
b'TRATLTV128F92FC979',Cold Shot,Stevie Ray Vaughan And Double Trouble,"Dallas, TX",240.77016,1985,-10.958,0.544257505724526,,Medium
b'TRATLLL128F149DBEB',Five For Ellis,Toots Thielemans,"Brussels, Belgium",119.71873,0,-12.192,0.43676906970906904,0.0,Medium
b'TRATLOJ128F9308ABB',Campeones De La Vida,Alejandro Lerner,,153.36444,0,-8.76,0.3615879415321665,0.42744657148843085,Medium
b'TRATLDL128F930735D',Electron libre,Clarisse Lavanant,,182.59546,0,-8.339,0.0,,Low
b'TRATLXA128F93079AF',Simple Lullaby (Do Maj),Claudio,,317.77914,0,-13.679,0.0,,Low
b'TRATLMG12903CDD094',Padam padam,Marc Perrone,,64.1824,0,-20.251,0.2855912715175029,0.0,Low
b'TRATYCL12903CECAAC',Where Does Rosie Go?,Kenny Rogers,"Houston, TX",135.36608,2003,-12.965,0.625428356113374,,High
b'TRATYLP12903CC7EA4',Castle of KoFW,Koordinate Of Wonders,,218.74893,2006,-9.325,0.0,,Low
b'TRATYPJ128F42669D5',Vine Pa'echar Candela,Ray Barretto,"Brooklyn, NY",348.76036,0,-9.086,0.3832114222159265,,Medium
b'TRATYIA128F92DECEA',Kyotronics,Erik Tronic,,257.09669,0,-7.352,0.23955970969682597,,Low
b'TRATYVV128F931CF6E',When Love Dies,Marlene Dietrich,"Sch�erg, Germany",190.04036,1991,-22.166,0.4165039463700261,,Medium
b'TRATYKD12903CF5C27',A Puro Dolor,Roberto Perera,,224.93995,0,-10.925,0.29014018767480004,0.0,Low
b'TRATYNL128F429D572',The Phantom Of The Opera/Wishing You Were Somehow Here Again,Montserrat Caballé,,198.13832,1994,-15.585,0.39137058721808954,,Medium
b'TRATYGR128F427D08C',Fuckaz,The Bug Featuring Spaceape,,327.99302,2008,-7.843,0.4496939977678286,0.5867769318443097,Medium
b'TRATYJI128F4255D27',Rock Tha Party,Bombay Rockers,Denmark,212.71465,2004,-4.336,0.33593311602215925,0.37952332442218817,Medium
b'TRATYYP128F9335EE9',Politrix,Beenie Man,"Kingston, Jamaica",213.10649,2006,-6.109,0.48133930857423185,0.21508031850922793,Medium
b'TRATYQP12903CF5881',Peace With Myself,Nestor Torres,"Miami, FL",249.44281,0,-9.94,0.3531562974667231,0.5033812362063191,Medium
b'TRATYGE128F149D0B1',Ihr hated nur (P-Dog Remix),Hecklah & Coch,,263.33995,0,-4.006,0.3302126989009335,,Medium
b'TRATYZP128F4236CBD',Soca Mi Nice,Mongo Santamaria,"Havana, Cuba [Jesus Maria]",235.49342,0,-9.396,0.36005330653898404,0.0,Medium
b'TRATYIC12903CF15E6',Y'a d'l'abus,Fred Merpol,,209.26649,0,-12.209,0.0,,Low
b'TRATPUS128F4271260',A Fistful Of Dollars (1994 Digital Remaster),Babe Ruth,"Hatfield, Hertfordshire, England",159.00689,0,-11.024,0.34863014215936494,,Medium
b'TRATPXY128F934FE34',Essa Marie,Samba Trio,,121.10322,0,-19.271,0.35520203282626356,0.0,Medium
b'TRATPYS12903D079D7',Playboy Foundation,Tammy Pescatelli,,129.82812,0,-22.255,0.0,0.0,Low
b'TRATPKE128F1467FE7',You Got Me (The Juan Maclean Dub),VHS Or Beta,"Louisville, KY",501.13261,2006,-6.751,0.42197396827851685,0.26695518627553855,Medium
b'TRATPGR12903CEDED4',I'm Not Afraid When I'm With You,Ken Yokoyama,,172.82567,0,-12.964,0.2187211375558276,,Low
b'TRATPBM128F429EF3F',Ode To Billie Joe  (Live @ Fillmore West),King Curtis,"Fort Worth, TX",199.20934,2007,-11.968,0.3668207876397976,,Medium
b'TRATPDA12903CB2D90',Michael & His Slipper Tree '93,The Equals,"North London, England",182.88281,0,-6.607,0.37842092149155787,,Medium
b'TRATPRU128F426E8AC',Circle Round The Moon,Charley Patton,"Edwards, MS",154.87955,1990,-24.774,0.3755935825851729,,Medium
b'TRATPZY128F930CFD0',Follow Me Up To Carlow,Planxty,,139.72853,1973,-14.322,0.3825916380955341,0.536830580874417,Medium
b'TRATPHN128F4271011',Mighty Army Band,Gold City,,182.25587,0,-8.533,0.3965213030824702,0.33489874390177266,Medium
b'TRATPFO128F42A3A47',Swan Lake,Brazilian Tropical Orchestra,,144.63955,0,-13.615,0.3394084863551408,,Medium
b'TRATPGP128F14700F8',LAIVAMATKA WC:SSÄ,M.A. Numminen,,102.79138,0,-10.745,0.41977664522963215,0.2603382425674305,Medium
b'TRATPRE128F931B12E',Hey Joe,Carl Smith,,136.04526,1993,-11.651,0.3517177511209014,,Medium
b'TRATPJK12903CBF745',Swinging On A Star,Big Dee Irwin,"New York, NY",156.02893,1990,-9.931,0.3663557001692062,0.5912913733878069,Medium
b'TRATPCS128F146224A',I'm Only Out For One Thang (Explicit) (Feat. Flavor Flav),Ice Cube Featuring Flavor Flav,"Los Angeles, CA",130.7424,0,-6.388,0.5577556747785098,0.3725300393660796,Medium
b'TRATWTI128F933B617',Il rosso,Word,,187.97669,0,-3.96,0.24634071356237247,,Low
b'TRATWUD128F9309671',Happy,Carolyn Arends,CANADA - Ontario,231.36608,0,-6.953,0.3782082705716543,0.435405367475008,Medium
b'TRATWQQ128F426F1EC',Cuenta Conmigo,María,NY - New York City,259.86567,0,-12.178,0.35589903845892507,,Medium
b'TRATWYC12903CE60D6',Parasitic Twins,The Dillinger Escape Plan,"Morris Plains, NJ",281.23383,2010,-6.991,0.5418889720336469,0.6728360607625542,Medium
b'TRATWHC128F42644DA',Rain Keeps Falling Down,Jimmy Witherspoon,"Gurdon, AR",197.51138,0,-9.825,0.35344185300598147,,Medium
b'TRATWGI128F42669C8',Dame Tu Carino,Ray Barretto,"Brooklyn, NY",187.34975,0,-8.806,0.3832114222159265,,Medium
b'TRATWFN128F932CEF6',Sweet Little Sixteen,Vince Taylor,,200.04526,0,-5.085,0.30464272461154157,0.0,Medium
b'TRATWUA128F425764B',Lonley,Elva Hsiao,,233.37751,0,-9.917,0.3745312554413246,,Medium
b'TRATWTC128F4291AB3',We Played A Game,Adolph Hofner,"Moulton, TX",152.0322,0,-18.299,0.25366003511709817,0.19475830455273796,Low
b'TRATWLW128F4283E6E',Love Alone,Kostis Maraveyas,,247.7971,0,-10.156,0.21752089145303743,0.0,Low
b'TRATWUQ12903CBB990',El Amor De Mi Vida,Israel & Moises,,213.65506,0,-10.543,0.3972389224786172,,Medium
b'TRATWHT128F4259F82',Behind The Line Of Grace,Karen Peck & New River,Tennessee,218.98404,0,-8.504,0.37383289436536393,0.0,Medium
b'TRATWFZ128F931D72F',Midnight,The Refreshments,,239.41179,0,-7.556,0.3524101268104496,0.0,Medium
b'TRASRJQ128F9335405',America the Beautiful,Jay Pérez,,156.47302,0,-9.059,0.38623768283972165,,Medium
b'TRASRTM128F42892D2',Tunnel Vision,Finest Dearest,,294.00771,2008,-7.21,0.3724035280285297,,Medium
b'TRASRBB128F42AFD5C',Wish,Brian Littrell,"Lexington, KY",236.45995,2006,-6.288,0.4256324795350624,0.5240793228457125,Medium
b'TRASRVD128F933624A',Me Falta El Aliento,Estopa,,226.5073,1999,-4.872,0.3887526034036332,,Medium
b'TRASRBP12903CA768B',Idaho Red,Wade Ray,,135.78404,2005,-9.713,0.0,,Low
b'TRASRXK128F9311176',Fake Tales Of San Francisco,Arctic Monkeys,"Sheffield, South Yorkshire, Engla",177.94567,2004,-4.385,0.577075874549733,0.7907869321507796,Medium
b'TRASRNM128F92E1C70',Baby I Need Your Loving,Delroy Wilson,"Kingston, Jamaica",150.36036,1999,-10.091,0.3857876145843115,,Medium
b'TRASRRC128F93318B2',Big Fella,Fuzz,Arizona,168.85506,0,-4.127,0.3597756615359539,,Medium
b'TRASRYK128F4249EA1',Bajo Un Palmar,Barbarito Diez,,176.69179,0,-9.604,0.2663430816204065,,Low
b'TRASRXQ128F92F8CF1',First Kiss,David Arkenstone,Tennessee,205.11302,0,-19.834,0.43094204343555065,0.2707759989463275,Medium
b'TRASRMQ128F9355A5B',Promised Land,Boogie Pimps Feat. Steve Brookstein,,322.53342,0,-5.094,0.3653396527140089,,Medium
b'TRASRRW128F9325663',The Yellow Rose Of Texas (From Giants),Orlando Pops Orchestra,,265.82159,0,-15.817,0.3116155449734521,,Medium
b'TRASRJY128F146AB74',Standing On The Promises (Palmore) (Beyond The Veil Album Version),Daryl Coley,"San Francisco, CA",352.88771,0,-8.078,0.3258312404870052,,Medium
b'TRASRBM128F9304F43',The Vine,Mr.De',,246.72608,0,-11.429,0.30619745898023865,0.0,Medium
b'TRASUHM128F4249D21',In The Sweet By And By,Deborah Allen,"Memphis, TN",172.48608,0,-15.581,0.35223551654624485,0.0,Medium
b'TRASUAV128F4266114',Know Your Friends,Tanto Metro & Devonte,,221.23057,1999,-10.69,0.33672684140890796,,Medium
b'TRASUPL128F9353B61',Destino Ingrato,Carmen Y Laura,,174.70649,0,-10.274,0.0,0.0,Low
b'TRASUUO12903CE3720',We Sleep Forever [Live],Aiden,"Seattle, Washington",281.46893,0,-7.215,0.5004591506589332,0.5255805530747428,Medium
b'TRASUTG128F935A445',Container,Kaizers Orchestra,"Bergen, Norway",139.88526,2003,-4.894,0.4633914520118502,,Medium
b'TRASUIZ12903CA4ACE',Dash Way Belly,Kiprich,,188.99546,0,-6.734,0.3889397658134465,,Medium
b'TRASUTO12903CD5E07',Un jour au Cirque: Two Blind Loves,The Marx Brothers,"New York City, New York",142.94159,0,-11.371,0.37565282400247096,,Medium
b'TRASUFQ128F92F8449',Balanséy lala (featuring Tanya St Val) (feat. Tanya Saint-Val),Dédé Saint-Prix,,310.83057,0,-9.493,0.0,,Low
b'TRASUDV128F42B86FB',Perfect Motion,Sunscreem,"Essex, England",590.15791,1992,-9.59,0.3861804160792181,,Medium
b'TRASUJK128E0789C12',Speed Of Sound (Live),Coldplay,,285.04771,2005,-5.367,0.9160532282837347,0.45404276609111616,High
b'TRASUVR128F14956C8',All American Boy,Grandpa Jones,"Niagra, KY",159.60771,0,-11.868,0.3315347514153216,,Medium
b'TRASUBB12903CE6546',Valokeilojen vampyyri,Indica,Finland,210.49424,0,-4.27,0.38925674304397423,,Medium
b'TRASUKM128F422AA6F',I'se Just A Bad Luck Man,Casey Bill Weldon,Arkansas,202.78812,0,-17.7,0.0,,Low
b'TRASIWA12903CFFC4D',Get A Straw,Lady Saw,"St. Mary's, Jamaica",207.12444,0,-10.006,0.44032607280862934,0.21508031850922793,Medium
b'TRASIKR128F9308AD7',No Me Acuerdo,Alejandro Lerner,,247.97995,0,-9.317,0.3615879415321665,0.0,Medium
b'TRASIVA128F933DB52',In My Life,Boyz II Men,"Philadelphia, PA",151.58812,2009,-10.338,0.6011849417940898,0.5835661256558552,High
b'TRASIWH128F4234005',Gotta Mind To Travel,Coco Montoya,"Santa Monica, CA",233.482,1995,-5.67,0.4200066739194892,,Medium
b'TRASITK128F92F346F',Die Tür die zum Glück führt,Franco,"Sona-Bata, Zaire",220.47302,0,-13.319,0.45327023630649965,0.0,Medium
b'TRASIDP128F428ECD1',Can You Hear The Angels,Virtue,,223.05914,0,-8.284,0.3100685250379565,0.0,Medium
b'TRASIJO128F4258025',Pass The Puck,Two Man Advantage,,30.01424,0,-5.124,0.36890814136166966,,Medium
b'TRASIKP128F423EED7',La Photo,Basement Jaxx,"London, England",240.01261,1999,-8.325,0.5312132868052581,0.3603705827121406,Medium
b'TRASNOA128F424EBDD',Fen Shou Yao Hen,Kary Ng,,209.47546,0,-8.882,0.35256398529732813,,Medium
b'TRASNOT128E0791785',Gone To The Movies,Semisonic,"Minneapolis, MN",232.25424,1998,-10.185,0.47070038961361016,0.6120549539686252,Medium
b'TRASNOR128F422BCDC',Piel Canela (Alternate Mix),Bobby Capo,Puerto Rico,167.13098,0,-13.352,0.0,,Low
b'TRASNPV128F92F9771',Visão,Nana Caymmi,,173.87057,0,-14.095,0.3483500222239171,0.26586104921065007,Medium
b'TRASNDM128F92E17E7',Long Way Home,Ginny Owens,United States,256.39138,2006,-12.102,0.4625150665055819,0.21508031850922793,Medium
b'TRASNIH128F931C0AB',It's You (Thinking of you),Sin Plomo,,496.63955,0,-9.532,0.29403748296747373,,Low
b'TRASNJX128F4230E5E',Tania,Fruko Y Sus Tesos,,223.60771,1995,-8.436,0.3707476836905326,,Medium
b'TRASNMK12903CB95E7',Nuttin' 2 Somethin',T-Bone,Thaba Nchu,223.89506,0,-6.82,0.4973049113742524,0.21508031850922793,Medium
b'TRASNTF128F426C3E6',Careless Talk,Angelo Badalamenti / Patrick Wolf,New Jersey,124.83873,0,-15.152,0.39945172400502926,0.5947794446625645,Medium
b'TRASNRV128F931AE2E',Sin,Nine Inch Nails,"Cleveland, OH",242.96444,1989,-10.149,0.5984585009824434,,Medium
b'TRASNDA12903CB1B4B',16 MM Dream,Jeremy Fisher,"Vancouver, BC, Canada",257.64526,0,-6.843,0.5004501862956541,,Medium
b'TRASNKG12903CFD2CB',In My Mind (Remix),Play,Sweden,289.2273,0,-12.816,0.3823445779042949,0.26586104921065007,Medium
b'TRASNLH128F421FFEC',Binaural Presentation - Process And Passion_ Pt. 4,Roger Reynolds,,158.1971,0,-21.601,0.2635090972993376,,Low
b'TRASNWT128F1489C28',Hello_ How Ya Been? Goodbye  (LP Version),Guitar Slim,"Greenwood, MS",142.81098,0,-13.25,0.3191196017893604,0.0,Medium
b'TRASGQY12903CBF407',La Coloreteada,El Tiempo,,200.04526,0,-8.368,0.0,,Low
b'TRASGKG128F426C7D3',Autoroute,Madilu System,,421.48526,0,-13.256,0.2946078927864776,,Low
